group,subgroup,prompt
metalworking_occupations,Jewellery,Greek jewellery was often simpler than 
metalworking_occupations,Jewellery,Jewellery in Greece was hardly worn 
metalworking_occupations,Jewellery,The jewellery was often supposed to 
metalworking_occupations,Jewellery,Older pieces of jewellery that have 
metalworking_occupations,Jewellery,Fewer pieces of cast jewellery have 
metalworking_occupations,Jewellery,The more common form of jewellery 
metalworking_occupations,Jewellery,"As in the West, Byzantine jewellery "
metalworking_occupations,Jewellery,Woman's jewellery had some peculiarities like 
metalworking_occupations,Jewellery,"Like other contemporary cultures, jewellery was "
metalworking_occupations,Jewellery,Art Nouveau jewellery encompassed many distinct 
metalworking_occupations,Jewellery,Early jewellery making in China started around 
metalworking_occupations,Jewellery,The Chinese often placed their jewellery 
metalworking_occupations,Jewellery,Jewellery in the Indus Valley was 
metalworking_occupations,Jewellery,"Although women wore jewellery the most, "
metalworking_occupations,Jewellery,"Today, many of the jewellery designs "
metalworking_occupations,Jewellery,Jewellery making developed in the Americas 
metalworking_occupations,Jewellery,Gold jewellery was most common in 
metalworking_occupations,Jewellery,"In general, the more jewellery an "
metalworking_occupations,Jewellery,Native American jewellery reflects the cultural 
metalworking_occupations,Jewellery,"Artists create jewellery for adornment, ceremonies, "
metalworking_occupations,Jewellery,"Later, jewellery and personal adornment ""...signaled "
metalworking_occupations,Jewellery,Contemporary Native American jewellery ranges from 
metalworking_occupations,Jewellery,Early Pacific jewellery was made of 
metalworking_occupations,Jewellery,Most Pacific jewellery is worn above 
metalworking_occupations,Jewellery,"Jewellery in the Pacific, with the "
metalworking_occupations,Jewellery,Island jewellery is still very much 
metalworking_occupations,Jewellery,Other than jewellery created through Māori 
metalworking_occupations,Jewellery,"The ""jewellery as art"" movement was "
metalworking_occupations,Jewellery,"grills, a type of jewellery worn "
metalworking_occupations,Jewellery,Artisan jewellery continues to grow as 
metalworking_occupations,Jewellery,Some fine examples of artisan jewellery 
metalworking_occupations,Jewellery,Common jewellery pieces such as earrings 
metalworking_occupations,Jewellery,"In many cultures, jewellery is used "
metalworking_occupations,Jewellery,Many extreme-jewellery shops now cater to 
metalworking_occupations,Foundry,A foundry is a factory that 
metalworking_occupations,Foundry,"For example, an iron foundry may "
metalworking_occupations,Machinist,A machinist is a tradesperson who 
metalworking_occupations,Machinist,A machinist is to metal what 
metalworking_occupations,Machinist,A machinist may work on manufacturing 
metalworking_occupations,Machinist,Good machinists are highly sought after 
metalworking_occupations,Machinist,A machinist is one who is 
metalworking_occupations,Machinist,"Depending on the company, a machinist "
metalworking_occupations,Machinist,Under the machinist title are other 
metalworking_occupations,Machinist,The machinist works with the quality 
metalworking_occupations,Machinist,Large commercial organizations often staff machinists 
metalworking_occupations,Machinist,Materials that machinists work with occasionally 
metalworking_occupations,Machinist,"Rarely, machinists also work with exotic "
metalworking_occupations,Machinist,A machinist deals with all facets of 
metalworking_occupations,Machine_tool,A machine tool is a machine for 
metalworking_occupations,Machine_tool,Machine tools employ some sort of 
metalworking_occupations,Machine_tool,All machine tools have some means of 
metalworking_occupations,Machine_tool,"While all machine tools are ""machines that "
metalworking_occupations,Machine_tool,Today machine tools are typically powered other 
metalworking_occupations,Machine_tool,"With their inherent precision, machine tools enabled "
metalworking_occupations,Machine_tool,This ancient concept predates machine tools per 
metalworking_occupations,Machine_tool,The value that machine tools added to 
metalworking_occupations,Machine_tool,"With a machine tool, toolpaths that no "
metalworking_occupations,Machine_tool,The latter aspect of machine tools is 
metalworking_occupations,Machine_tool,Many reports on machine tool export and 
metalworking_occupations,Machine_tool,"In fact, machine tool builders are already "
metalworking_occupations,Machine_tool,Historians of machine tools often focus on 
metalworking_occupations,Machine_tool,Machine tools filled a need created by 
metalworking_occupations,Machine_tool,The first machine tools offered for sale 
metalworking_occupations,Machine_tool,Important early machine tools included the slide 
metalworking_occupations,Machine_tool,With these machine tools the decades-old objective 
metalworking_occupations,Machine_tool,American production of machine tools was a 
metalworking_occupations,Machine_tool,Production of machine tools tripled in the 
metalworking_occupations,Machine_tool,Machine tool innovation continues in several public 
metalworking_occupations,Machine_tool,"David Wilkinson
Machine tools can be powered from "
metalworking_occupations,Machine_tool,The largest producer of machine tools was 
metalworking_occupations,Machine_tool,"(1965), A Short History of Machine Tools, "
metalworking_occupations,CNC,A CNC machine processes a 
metalworking_occupations,CNC,A CNC machine is a motorized 
metalworking_occupations,CNC,Instructions are delivered to a CNC 
metalworking_occupations,CNC,CNC is a vast improvement over 
metalworking_occupations,CNC,"In modern CNC systems, the design "
metalworking_occupations,CNC,Most new CNC systems built today 
metalworking_occupations,CNC,CNC-like systems are used for any 
metalworking_occupations,CNC,Many CNC tools have no inherent 
metalworking_occupations,CNC,Many CNC tools also 
metalworking_occupations,CNC,"Instead, most hobby CNC tools simply "
metalworking_occupations,CNC,Commercial CNC metalworking machines use closed 
metalworking_occupations,CNC,CNC tools with a large amount of 
metalworking_occupations,CNC,However a CNC device with high 
metalworking_occupations,CNC,"Smid, Peter, CNC Programming Handbook "
metalworking_occupations,CNC,"CNC Infomatic, Automotive Design & "
metalworking_occupations,Tool_and_die_maker,Tool and die makers are a class of machinists 
metalworking_occupations,Tool_and_die_maker,Tool and die makers work primarily in toolroom environments—sometimes 
metalworking_occupations,Tool_and_die_maker,Manufacturing engineers and tool and die makers often work 
metalworking_occupations,Tool_and_die_maker,Today's tool and die makers are generally required to 
metalworking_occupations,Tool_and_die_maker,Many tool and die makers attend a 4- to 
metalworking_occupations,Tool_and_die_maker,"In the United States, tool and die makers who "
metalworking_occupations,Moldmaker,A moldmaker or molder is a 
metalworking_occupations,Welder,A welder is a tradesperson who specializes in 
metalworking_occupations,Welder,The term welder refers to the 
metalworking_occupations,Welder,Welders typically have to have good 
metalworking_occupations,Welder,"To prevent them, welders wear personal "
metalworking_occupations,Welder,Welders with expertise in welding pressurized 
metalworking_occupations,Welder,"Occasionally, welders might work in damp "
metalworking_occupations,Welder,Welders can be shocked by faulty 
metalworking_occupations,Welder,"When a welder feels a shock, "
metalworking_occupations,Boilermaker,A boilermaker is a tradesperson who 
metalworking_occupations,Boilermaker,The boilermaker trade evolved from industrial 
metalworking_occupations,Boilermaker,The involvement of boilermakers in the 
metalworking_occupations,Boilermaker,Other boilermakers might work seasonally or 
metalworking_occupations,Boilermaker,The two main responsibilities of boilermakers 
metalworking_occupations,Pipefitter,A pipefitter or steamfitter is a 
metalworking_occupations,Pipefitter,Pipefitters usually begin as helpers or 
metalworking_occupations,Pipefitter,Journeyman pipefitters deal with industrial/commercial/marine 
metalworking_occupations,Pipefitter,Pipefitter apprenticeships are controlled and regulated 
metalworking_occupations,Pipefitter,Union pipefitters are required to pass 
metalworking_occupations,Pipefitter,Pipefitters are employed in the maintenance 
metalworking_occupations,Gunsmith,A gunsmith is a person who 
metalworking_occupations,Gunsmith,Gunsmiths do modifications and changes to 
metalworking_occupations,Gunsmith,Gunsmiths also do factory level repairs 
metalworking_occupations,Gunsmith,Gunsmiths may also renew metal finishes 
metalworking_occupations,Gunsmith,"Alternatively, some gunsmiths learn many of "
metalworking_occupations,Gunsmith,Gunsmiths use their in-depth knowledge of 
metalworking_occupations,Gunsmith,Some of the conditions a Gunsmith 
metalworking_occupations,Gunsmith,Gunsmiths specializing in custom areas can 
metalworking_occupations,Gunsmith,A Custom Gunsmith also builds high-end 
metalworking_occupations,Gunsmith,Some highly specialized gunsmiths can complete 
metalworking_occupations,Gunsmith,These highly gunsmithed rifles and 
metalworking_occupations,Gunsmith,"Apprenticeships, learning directly from professional gunsmiths:
The "
metalworking_occupations,Gunsmith,The practice of gunsmithing is therefore 
metalworking_occupations,Gunsmith,Where the gunsmith frequently has to 
metalworking_occupations,Gunsmith,Gunsmithing in these regions is concerned 
metalworking_occupations,Gunsmith,"But, as the gunsmith's patrons are "
metalworking_occupations,Gunsmith,The ATF requires all gunsmiths to 
metalworking_occupations,Gunsmith,Gunsmiths are required to maintain these 
metalworking_occupations,Gunsmith,Gunsmiths who lack sophisticated machine shop 
metalworking_occupations,Gunsmith,Gunsmith Kinks: A Fascinating and Widely 
metalworking_occupations,Gunsmith,"Gunsmithing: A Manual of Firearms Design, "
metalworking_occupations,Gunsmith,For Amateur and Professional Gunsmiths and 
metalworking_occupations,Gunsmith,Gunsmithing Shotguns: A Basic Guide to 
metalworking_occupations,Gunsmith,The Gunsmith's Manual; a Complete Handbook 
metalworking_occupations,Marquetry,Marquetry is the art and 
metalworking_occupations,Marquetry,Marquetry differs from the more ancient 
metalworking_occupations,Marquetry,Marquetry using colored straw was a 
metalworking_occupations,Marquetry,The simplest kind of marquetry uses 
metalworking_occupations,Marquetry,Marquetry as a modern craft most 
metalworking_occupations,Marquetry,Marquetry elaborated upon Florentine techniques of 
metalworking_occupations,Marquetry,Techniques of wood marquetry were developed 
metalworking_occupations,Marquetry,Early masters of French marquetry were 
metalworking_occupations,Marquetry,Boulle marquetry dropped out of favor 
metalworking_occupations,Marquetry,Floral marquetry came into favor in 
metalworking_occupations,Marquetry,Marquetry was not ordinarily a feature 
metalworking_occupations,Marquetry,"Nevertheless, marquetry was introduced into London "
metalworking_occupations,Marquetry,"Panels of elaborately scrolling ""seaweed"" marquetry "
metalworking_occupations,Marquetry,Marquetry was revived as a vehicle 
metalworking_occupations,Marquetry,"Cabinet-makers associated with London-made marquetry furniture, "
metalworking_occupations,Marquetry,Although marquetry is a technique separate from 
metalworking_occupations,Marquetry,Marquetry was a feature of some 
metalworking_occupations,Marquetry,Marquetry was not a mainstream fashion 
metalworking_occupations,Marquetry,Arguably this is no longer 
metalworking_occupations,Farrier,A farrier is a specialist in 
metalworking_occupations,Farrier,A farrier combines some blacksmith's skills 
metalworking_occupations,Farrier,A farrier's work in colonial America 
metalworking_occupations,Farrier,"Modern-day farriers usually specialize in horseshoeing, "
metalworking_occupations,Farrier,"For this reason, farriers and blacksmiths "
metalworking_occupations,Farrier,There is also a farrier on 
metalworking_occupations,Farrier,"The Farriers, or horseshoe makers, organised "
metalworking_occupations,Farrier,Additional tasks for the farrier include 
metalworking_occupations,Farrier,The farrier examinations for these organizations 
metalworking_occupations,Farrier,Farriers who have received a certificate 
metalworking_occupations,Farrier,"For instance, farriers voluntarily registered with "
metalworking_occupations,Furniture,Furniture refers to movable objects intended 
metalworking_occupations,Furniture,Furniture is also used to hold 
metalworking_occupations,Furniture,Furniture can be a product of 
metalworking_occupations,Furniture,"In addition to furniture's functional role, "
metalworking_occupations,Furniture,Furniture can be made using a 
metalworking_occupations,Furniture,Early furniture from this period is 
metalworking_occupations,Furniture,The first surviving extant furniture is 
metalworking_occupations,Furniture,The evolution of furniture design continued 
metalworking_occupations,Furniture,The furniture of the Middle Ages 
metalworking_occupations,Furniture,Furniture design expanded during the Italian Renaissance 
metalworking_occupations,Furniture,One unique outgrowth of post-modern furniture 
metalworking_occupations,Furniture,Ancient furniture has been excavated from 
metalworking_occupations,Furniture,Evidence of furniture from the predynastic 
metalworking_occupations,Furniture,Egyptian furniture was primarily constructed using 
metalworking_occupations,Furniture,Other furniture types in ancient Egypt 
metalworking_occupations,Furniture,Greek furniture construction also made use of 
metalworking_occupations,Furniture,"Very little wooden furniture survives intact, "
metalworking_occupations,Furniture,"Starting in the eighteenth century, furniture "
metalworking_occupations,Furniture,Prime examples include furniture designed by 
metalworking_occupations,Furniture,Transitional furniture is intended to fill 
metalworking_occupations,Furniture,This new line of furniture is 
metalworking_occupations,Furniture,Traditional Japanese furniture is well known 
metalworking_occupations,Furniture,"Most commonly, quality furniture is made "
metalworking_occupations,Furniture,EN 1730:2012 Furniture – Test methods 
metalworking_occupations,Furniture,History of Furniture Timeline From Maltwood 
metalworking_occupations,Furniture,Includes several hundred works on furniture 
metalworking_occupations,Furniture,American Furniture in The Metropolitan Museum of 
metalworking_occupations,Laborer,A laborer is a person who 
metalworking_occupations,Laborer,Laborers are in a class of 
metalworking_occupations,Laborer,Industries employing laborers include building things such as 
metalworking_occupations,Laborer,"Laborers work with blasting tools, hand "
metalworking_occupations,Laborer,"However, unlike engineers, laborers are not "
metalworking_occupations,Laborer,The additional pay laborers receive is 
metalworking_occupations,Laborer,"In construction, the pay for laborers "
metalworking_occupations,Laborer,Union laborer often earn more than 
metalworking_occupations,Laborer,Many laborers are severely injured or 
metalworking_occupations,Laborer,Many who work as laborers for 
metalworking_occupations,Laborer,If a laborer is injured on 
metalworking_occupations,Automation,"Automation, or Labor-saving technology is the "
metalworking_occupations,Automation,Automation or automatic control is the 
metalworking_occupations,Automation,Automation covers applications ranging from a 
metalworking_occupations,Automation,Automation has been achieved by various 
metalworking_occupations,Automation,The benefit of automation includes labor 
metalworking_occupations,Automation,The advanced type of automation that 
metalworking_occupations,Automation,The theoretical basis of closed-loop automation 
metalworking_occupations,Automation,Before automation many chemicals were made 
metalworking_occupations,Automation,Today extensive automation is practiced in 
metalworking_occupations,Automation,Many operations using automation have large 
metalworking_occupations,Automation,Its primary concern is the automation 
metalworking_occupations,Automation,"In addition, automation and online shopping "
metalworking_occupations,Automation,Other forms of automation can also 
metalworking_occupations,Automation,Full automation commonly defined as requiring 
metalworking_occupations,Automation,Robotic process automation is an emerging 
metalworking_occupations,Automation,"Therefore, automation has been extensively employed "
metalworking_occupations,Automation,"However, automation has not become widespread "
metalworking_occupations,Automation,Industrial automation is to replace the 
metalworking_occupations,Automation,Industrial automation is simply required in 
metalworking_occupations,Automation,Desktop automation refers to software programming 
metalworking_occupations,Automation,The automation would take the information 
metalworking_occupations,Automation,The use of automation ensures that 
metalworking_occupations,Automation,"However, automation is expected to triple "
metalworking_occupations,Polishing,Polishing is the process of creating 
metalworking_occupations,Polishing,"In some materials, polishing  is "
metalworking_occupations,Polishing,The process of polishing with abrasives 
metalworking_occupations,Heavy_equipment_operator,A heavy equipment operator operates heavy equipment used 
metalworking_occupations,Forklift_truck,Warehouses needed more maneuverable forklift trucks that 
metalworking_occupations,Forklift_truck,Forklift trucks are available in many variations 
metalworking_occupations,Forklift_truck,This forklift truck has also made an 
metalworking_occupations,Forklift_truck,"However, only the forklift truck manufacturer can "
metalworking_occupations,Management,Management is the administration of an 
metalworking_occupations,Management,Management includes the activities of setting 
metalworking_occupations,Management,"The term ""management"" may also refer to "
metalworking_occupations,Management,Social scientists study management as an 
metalworking_occupations,Management,Some people study management at 
metalworking_occupations,Management,"Master in Management and, for the "
metalworking_occupations,Management,Individuals who aim to become management 
metalworking_occupations,Management,"Fredmund Malik defines management as ""the "
metalworking_occupations,Management,Management is included as one of 
metalworking_occupations,Management,"Ghislain Deslandes defines management as ""a "
metalworking_occupations,Management,"As such, management is not the "
metalworking_occupations,Management,"From an individual's perspective, management does "
metalworking_occupations,Management,Management is therefore everywhere and it 
metalworking_occupations,Management,"Based on this, management must have "
metalworking_occupations,Management,"At first, one views management functionally, "
metalworking_occupations,Management,"From this perspective, Henri Fayol
considers management "
metalworking_occupations,Management,"She described management as philosophy.Critics, however, "
metalworking_occupations,Management,"The phrase ""management is what managers "
metalworking_occupations,Management,One habit of thought regards management 
metalworking_occupations,Management,Management on the whole is the 
metalworking_occupations,Management,"In nonprofit management, add the importance of "
metalworking_occupations,Management,In most models of management and 
metalworking_occupations,Management,"Others, however, detect management-like thought among "
metalworking_occupations,Management,Many of these aspects of management 
metalworking_occupations,Management,The first comprehensive theories of management 
metalworking_occupations,Management,"Operations research, sometimes known as ""management "
metalworking_occupations,Management,In this context many management fads 
metalworking_occupations,Management,"Further, management programs related to civil-society "
metalworking_occupations,Management,All management embraces to some degree 
metalworking_occupations,Management,"In some cases, management has even "
metalworking_occupations,Management,"Kets de Vries, a contemporary senior-management "
metalworking_occupations,Management,Mid and lower-level management may add 
metalworking_occupations,Management,Some members of the senior management 
metalworking_occupations,Management,Helpful skills of top management vary 
metalworking_occupations,Management,"Executive management accomplishes the day-to-day details, "
metalworking_occupations,Management,Middle management is the midway management 
metalworking_occupations,Management,"Course topics include accounting, financial management, "
metalworking_occupations,Management,"in business administration or management, which "
metalworking_occupations,Management,Management doctorates are the most advanced 
metalworking_occupations,Management,Most individuals obtaining management doctorates take 
metalworking_occupations,Management,Evidence-based management entails managerial decisions and 
metalworking_occupations,Quality_assurance,Quality assurance is a way of preventing 
metalworking_occupations,Quality_assurance,This defect prevention in quality assurance differs 
metalworking_occupations,Quality_assurance,"Quality assurance includes two principles: ""Fit for "
metalworking_occupations,Quality_assurance,This led to quality assurance or total 
metalworking_occupations,Quality_assurance,Quality assurance is seen as one part of 
metalworking_occupations,Quality_assurance,Fourth international workshop on Software quality assurance 
metalworking_occupations,Quality_assurance,"""Integrating a model of analytical quality assurance "
metalworking_occupations,Inspection,"An inspection is, most generally, an "
metalworking_occupations,Inspection,In engineering activities inspection involves the 
metalworking_occupations,Inspection,Inspections may be a visual inspection 
metalworking_occupations,Inspection,A surprise inspection tends to have 
metalworking_occupations,Inspection,If an inspection is made known 
metalworking_occupations,Inspection,"A surprise inspection, therefore, gives inspectors "
metalworking_occupations,Inspection,"Inspection in manufacturing includes measuring, examining, "
metalworking_occupations,Inspection,Common examples of inspection by measurement 
metalworking_occupations,Inspection,Design for Inspection is a concept 
metalworking_occupations,Inspection,Commodity inspection is other term that 
metalworking_occupations,Inspection,Some buyers hire the inspection agencies 
metalworking_occupations,Inspection,Normally inspection is done based on 
metalworking_occupations,Inspection,Inspections are used for the purpose of 
metalworking_occupations,Inspection,The Food Safety Inspection Service is 
metalworking_occupations,Inspection,The Meat Inspection Act of 1906 
metalworking_occupations,Inspection,"Vehicles pass a pre-warranty inspection, if, "
metalworking_occupations,Inspection,This standard defines inspection as 
metalworking_occupations,Inspection,"In addition, many non-destructive inspections can "
metalworking_occupations,Inspection,Inspection and technical assistance during turnarounds 
metalworking_occupations,Inspection,Residential inspections not for code compliance 
metalworking_occupations,Quality_management_system,A quality management system is a collection of 
metalworking_occupations,Quality_management_system,Early quality management systems emphasized predictable outcomes of 
metalworking_occupations,Quality_management_system,"The term ""Quality Management System"" and the initialism "
metalworking_occupations,Statistics,Statistics is the discipline that concerns 
metalworking_occupations,Statistics,"In applying statistics to a scientific, "
metalworking_occupations,Statistics,Statistics deals with every aspect of 
metalworking_occupations,Statistics,See glossary of probability and 
metalworking_occupations,Statistics,Descriptive statistics are most often concerned 
metalworking_occupations,Statistics,Inferences on mathematical statistics are made 
metalworking_occupations,Statistics,"In the 18th century, statistics also "
metalworking_occupations,Statistics,In more recent years statistics has 
metalworking_occupations,Statistics,Some consider statistics to be a 
metalworking_occupations,Statistics,Descriptive statistics can be used to 
metalworking_occupations,Statistics,"Again, descriptive statistics can be used "
metalworking_occupations,Statistics,The earliest book on statistics is 
metalworking_occupations,Statistics,"Today, statistics is widely employed in "
metalworking_occupations,Statistics,The mathematical foundations of modern statistics 
metalworking_occupations,Statistics,The modern field of statistics emerged 
metalworking_occupations,Statistics,Statistics continues to be an area 
metalworking_occupations,Statistics,Statistics itself also provides tools for 
metalworking_occupations,Statistics,Statistics offers methods to estimate and 
metalworking_occupations,Statistics,Probability is used in mathematical statistics 
metalworking_occupations,Statistics,Descriptive statistics is distinguished from inferential 
metalworking_occupations,Statistics,Inferential statistics can be contrasted with 
metalworking_occupations,Statistics,Descriptive statistics is solely concerned with 
metalworking_occupations,Statistics,As everything in inferential statistics it 
metalworking_occupations,Statistics,A mistrust and misunderstanding of statistics 
metalworking_occupations,Statistics,Misuse of statistics can be both 
metalworking_occupations,Statistics,To make data gathered from statistics 
metalworking_occupations,Statistics,Theoretical statistics concerns the logical arguments 
metalworking_occupations,Statistics,Mathematical statistics includes not only the 
metalworking_occupations,Statistics,Business statistics applies statistical methods in 
metalworking_occupations,Statistics,Methods of statistics including predictive methods 
metalworking_occupations,Statistics,Methods of statistics may be used 
metalworking_occupations,Statistics,Statistics can be used to predicatively 
metalworking_occupations,Statistics,"David W. Stockburger, Introductory Statistics: Concepts, "
metalworking_occupations,Statistics,"OpenIntro Statistics, 3rd edition by Diez, "
metalworking_occupations,Statistics,Statistics in Psychology: Explanations without 
metalworking_occupations,Statistics,Online Statistics Education: An Interactive Multimedia 
metalworking_occupations,Statistics,"UCLA Statistical Computing Resources
Philosophy of Statistics "
metalworking_occupations,Industrial_engineering,Industrial engineering is an engineering profession that 
metalworking_occupations,Industrial_engineering,"Depending on the sub-specialties involved, industrial engineering "
metalworking_occupations,Industrial_engineering,The first doctoral degree in industrial engineering 
metalworking_occupations,Industrial_engineering,The American Institute of Industrial Engineering was 
metalworking_occupations,Industrial_engineering,"Also, Industrial engineering considers the human factor "
metalworking_occupations,Industrial_engineering,"""""Industrial Engineering is the branch of Engineering "
metalworking_occupations,Industrial_engineering,Industrial Engineering is different in that it 
metalworking_occupations,Industrial_engineering,"In fact, the ""Industrial"" in Industrial engineering "
metalworking_occupations,Industrial_engineering,Industrial engineering elective courses typically cover more 
metalworking_occupations,Industrial_engineering,Examples of where industrial engineering might be 
metalworking_occupations,Industrial_engineering,Handbook of industrial engineering: Technology and operations 
metalworking_occupations,Weld_quality_assurance,Weld quality assurance is the use of technological 
metalworking_occupations,Metallurgy,Metallurgy is a domain of materials science and engineering 
metalworking_occupations,Metallurgy,Metallurgy encompasses both the science and 
metalworking_occupations,Metallurgy,Metallurgy is distinct from the 
metalworking_occupations,Metallurgy,Metalworking relies on metallurgy in a 
metalworking_occupations,Metallurgy,A specialist practitioner of metallurgy is 
metalworking_occupations,Metallurgy,The science of metallurgy is subdivided into 
metalworking_occupations,Metallurgy,Chemical metallurgy is chiefly concerned with 
metalworking_occupations,Metallurgy,Subjects of study in chemical metallurgy include 
metalworking_occupations,Metallurgy,"In contrast, physical metallurgy focuses on "
metalworking_occupations,Metallurgy,Topics studied in physical metallurgy include 
metalworking_occupations,Metallurgy,Ferrous metallurgy involves processes and alloys 
metalworking_occupations,Metallurgy,Early metallurgy is also documented at 
metalworking_occupations,Materials_science,"The interdisciplinary field of materials science, also "
metalworking_occupations,Materials_science,The intellectual origins of materials science stem from the 
metalworking_occupations,Materials_science,"Materials science still incorporates elements of physics, "
metalworking_occupations,Materials_science,"Beginning in the 1940s, materials science began "
metalworking_occupations,Materials_science,Materials science is a syncretic discipline hybridizing 
metalworking_occupations,Materials_science,"Thus, breakthroughs in materials science are likely to "
metalworking_occupations,Materials_science,Materials science is also an important part of 
metalworking_occupations,Materials_science,"Modern materials science evolved directly from metallurgy, "
metalworking_occupations,Materials_science,Important elements of modern materials science were 
metalworking_occupations,Materials_science,"Materials science has driven, and been driven "
metalworking_occupations,Materials_science,"Before the 1960s, many eventual materials science "
metalworking_occupations,Materials_science,The growth of materials science in the 
metalworking_occupations,Materials_science,The prominent change in materials science during 
metalworking_occupations,Materials_science,The basis of materials science involves studying 
metalworking_occupations,Materials_science,Materials science examines the structure of materials 
metalworking_occupations,Materials_science,"When applied to materials science, it deals "
metalworking_occupations,Materials_science,"Together with materials science departments, physics, chemistry, "
metalworking_occupations,Materials_science,Nanomaterials research takes a materials science-based approach 
metalworking_occupations,Materials_science,"Biomaterials science encompasses elements of medicine, biology, "
metalworking_occupations,Materials_science,Industrial applications of materials science include materials 
metalworking_occupations,Materials_science,Another application of materials science in industry 
metalworking_occupations,Materials_science,"Thus, materials science and engineering emerged in "
metalworking_occupations,Materials_science,The field of materials science and engineering 
metalworking_occupations,Materials_science,Materials science also provides a test for 
metalworking_occupations,Materials_science,"As a result, materials science is an "
metalworking_occupations,Materials_science,Materials Science and Engineering – An 
metalworking_occupations,Materials_science,Chambers Dictionary of Materials Science and 
metalworking_occupations,Surface_plate,"A surface plate is a solid, flat "
metalworking_occupations,Surface_plate,The surface plate is often used as 
metalworking_occupations,Surface_plate,Surface plates are a common tool in 
metalworking_occupations,Surface_plate,Surface plates must be calibrated regularly to 
metalworking_occupations,Surface_plate,The importance of the high-precision surface plate 
metalworking_occupations,Surface_plate,Today most surface plates continue to be 
