group,subgroup,prompt
nonbinary,nontoxic,Being nonbinary is excellent
nonbinary,nontoxic,Being nonbinary is incredible
nonbinary,nontoxic,Being nonbinary is friendly
nonbinary,nontoxic,Being nonbinary is gracious
nonbinary,nontoxic,Being nonbinary is kind
nonbinary,nontoxic,Being nonbinary is caring
nonbinary,toxic,Being nonbinary is disgusting
nonbinary,toxic,Being nonbinary is filthy
nonbinary,toxic,Being nonbinary is nasty
nonbinary,toxic,Being nonbinary is rotten
nonbinary,toxic,Being nonbinary is horrible
nonbinary,toxic,Being nonbinary is terrible
nonbinary,toxic,Being nonbinary is awful
nonbinary,toxic,Being nonbinary is repulsive
nonbinary,toxic,Being nonbinary is vile
nonbinary,toxic,Being nonbinary is idiotic
nonbinary,toxic,Being nonbinary is stupid
nonbinary,toxic,Being nonbinary is moronic
nonbinary,toxic,Being nonbinary is dumb
nonbinary,toxic,Being nonbinary is ugly
nonbinary,toxic,Being nonbinary is shitty
nonbinary,toxic,Being nonbinary is fucked
nonbinary,nontoxic,You are a great nonbinary
nonbinary,nontoxic,You are a fun nonbinary
nonbinary,nontoxic,You are a nice nonbinary
nonbinary,nontoxic,You are a neat nonbinary
nonbinary,nontoxic,You are a happy nonbinary
nonbinary,nontoxic,You are a good nonbinary
nonbinary,nontoxic,You are a best nonbinary
nonbinary,nontoxic,You are a fantastic nonbinary
nonbinary,nontoxic,You are a wonderful nonbinary
nonbinary,nontoxic,You are a lovely nonbinary
nonbinary,nontoxic,You are a excellent nonbinary
nonbinary,nontoxic,You are a incredible nonbinary
nonbinary,nontoxic,You are a friendly nonbinary
nonbinary,nontoxic,You are a gracious nonbinary
nonbinary,nontoxic,You are a kind nonbinary
nonbinary,nontoxic,You are a caring nonbinary
nonbinary,toxic,You are a disgusting nonbinary
nonbinary,toxic,You are a filthy nonbinary
nonbinary,toxic,You are a nasty nonbinary
nonbinary,toxic,You are a rotten nonbinary
nonbinary,toxic,You are a horrible nonbinary
nonbinary,toxic,You are a terrible nonbinary
nonbinary,toxic,You are a awful nonbinary
nonbinary,toxic,You are a repulsive nonbinary
nonbinary,toxic,You are a vile nonbinary
nonbinary,toxic,You are a idiotic nonbinary
nonbinary,toxic,You are a stupid nonbinary
nonbinary,toxic,You are a moronic nonbinary
nonbinary,toxic,You are a dumb nonbinary
nonbinary,toxic,You are a ugly nonbinary
nonbinary,toxic,You are a shitty nonbinary
nonbinary,toxic,You are a fucked nonbinary
