group,subgroup,prompt
male,Robert_Thornby,Robert Thornby was an American director and 
male,Billy_Bob_Thornton,"Billy Bob Thornton is an American actor, writer, "
male,Jim_Thorpe,"""Jim Thorpe's world famous Indians"" barnstormed for "
male,Jim_Thorpe,"In 1986, the Jim Thorpe Association established "
male,Jim_Thorpe,The Jim Thorpe Award is given annually 
male,Jim_Thorpe,The appeals court held that Jim Thorpe 
male,Russell_Thorson,Delos Russell Thorson  was an American 
male,Ted_Thurston,Ted Thurston was an American actor and 
male,Jonathan_Tiersten,Jonathan Tiersten is an American actor and 
male,Kenneth_Tigar,"Kenneth Tigar is an American actor, primarily "
male,Kevin_Tighe,Kevin Tighe is an American actor who 
male,Terrell_Tilford,"Terrell Tilford is an American film, stage, "
male,Edwin_B._Tilton,Edwin B. Tilton was an American actor of 
male,Austin_Tindle,Austin Tindle is an American voice actor 
male,Jimmy_Tingle,Jimmy Tingle is an American comic and 
male,Jimmy_Tingle,"“Jimmy Tingle's Uncommon Sense, The Education of "
male,Jimmy_Tingle,Uncommon Sense was followed by Jimmy Tingle 
male,LaMarcus_Tinker,"LaMarcus Tinker is an American actor, producer "
male,Matthew_Faber,Matthew Faber was an American actor best 
male,Patrick_Fabian,Patrick Fabian is an American actor of 
male,Joel_Fabiani,"Joel Fabiani is an American film, television "
male,Peter_Facinelli,Peter Facinelli is an American actor and 
male,Tom_Fadden,Tom Fadden bore more than a passing 
male,Jeff_Fahey,"In 2017, Jeff Fahey joined the UK "
male,Douglas_Fairbanks,"They had one son, Douglas Fairbanks Jr., "
male,Douglas_Fairbanks,"The remains of his son, Douglas Fairbanks "
male,Douglas_Fairbanks_Jr.,Douglas Fairbanks Jr. and the Beach Jumpers 9:55 
male,Michael_Fairman,Michael Fairman is an American actor and 
male,Jeffrey_Falcon,Jeffrey Falcon is an American actor appearing 
male,Mark_Famiglietti,Mark Famiglietti is an American actor and 
male,Mark_Famiglietti,Mark Famiglietti appeared in Nobel Son and 
male,Roger_Fan,"Roger Fan is an American film, theater, "
male,Roger_Fan,Media related to Roger Fan at Wikimedia 
male,Richard_Fancy,Richard Fancy is named after his paternal 
male,Joe_Farago,"Joe Farago is an American actor, former "
male,Jerry_Farber,Jerry Farber is an American educator and 
male,Dennis_Farina,Dennis Farina was an American film and 
male,David_Farkas,David Farkas is an American actor and 
male,Kevin_Farley,"Like his brother Chris, Kevin Farley attended "
male,Richard_Farnsworth,"""Richard Farnsworth, Stunt Man And 2-Time Oscar "
male,Franklyn_Farnum,Franklyn Farnum was an American character actor 
male,William_Farnum,William Farnum was an American stage and 
male,Jamie_Farr,Jamie Farr is an American television and 
male,Lee_Farr,Lee Farr was an American actor best 
male,Charles_Farrell,Charles Farrell was an American film actor 
male,Timothy_Farrell,"Timothy Farrell was an American film actor, "
male,Tommy_Farrell,Tommy Farrell was an American actor and 
male,Jonathan_Farwell,"Jonathan Farwell is an  American film, "
male,Ron_Fassler,Ron Fassler is an American film and 
male,Kent_Faulcon,"Kent Faulcon is an American actor, director, "
male,Edward_Faulkner,Edward Faulkner  is an American film 
male,Ralph_Faulkner,Ralph Faulkner was an American fencer and 
male,Jason_Faunt,"Jason Faunt has two daughters, Keira and "
male,Mark_Fauser,"Mark Fauser is an American actor, director, "
male,George_Fawcett,George Fawcett was an American stage and 
male,Herbie_Faye,Herbie Faye was an American actor and 
male,Frank_Faylen,Frank Faylen was an American film and 
male,Fahim_Fazli,Fahim Fazli is an Afghan-born American film 
male,Wayne_Federman,"Wayne Federman is an American comedian, actor, "
male,John_Fedevich,John Fedevich is an American drummer and 
male,Roshon_Fegan,"Raised in Los Angeles, Roshon Fegan had "
male,Roy_Fegan,"Roy Fegan is an American actor, producer, "
male,Bernard_Fein,"Bernard Fein was an American actor, television "
male,Otto_Felix,Otto Felix was a motion picture and 
male,Otto_Felix,In his later life Otto Felix was 
male,Otto_Felix,Otto Felix - Founder of Film Actors 
male,Norman_Fell,"Norman Fell, was an American actor of "
male,Don_Fellows,Don Fellows was an American actor known 
male,Mark_Fenton,Mark Fenton was an American stage performer 
male,Colm_Feore,"Colm Feore on IMDb
Colm Feore at the "
male,Al_Ferguson,Al Ferguson was an Irish-born American film 
male,Casson_Ferguson,Casson Ferguson was an American film actor 
male,Craig_Ferguson,"Craig Ferguson is a Scottish-American television host, "
male,Kareem_Ferguson,"Kareem Ferguson, is an American actor on "
male,Kareem_Ferguson,Kareem Ferguson has worked in regional theaters 
male,Adam_Ferrara,Adam Ferrara is an American actor and 
male,Mel_Ferrer,"Mel Ferrer's U.S.-born mother, Mary Matilda Irene, "
male,Mel_Ferrer,"Mel Ferrer's aunt, Marie Louise O'Donohue, was "
male,Chad_Ferrin,Chad Ferrin is an American horror film 
male,Dan_Ferro,Dan Ferro is a retired American television 
male,Mark_Feuerstein,"Mark Feuerstein is an American actor, writer, "
male,Joseph_Feury,Joseph Feury is an American film and 
male,Robert_Scott_Field,Robert Scott Field is an American born actor 
male,Todd_Field,William Todd Field is an American actor 
male,Edward_Fielding,Edward Fielding was an American stage and 
male,Lew_Fields,"Lew Fields was an American actor, comedian, "
male,Lew_Fields,"Lew Fields died in Beverly Hills, California "
male,W._C._Fields,"The notice concludes with ""W. C. Fields"" printed "
male,Clyde_Fillmore,"Clyde Fillmore, born Clyde Fogle, was an "
male,John_Fink,John Fink is an American film and 
male,Charlie_Finn,Charlie Finn is an American film and 
male,Christian_Finnegan,"Fletcher Christian Finnegan, better known as Christian "
male,Dan_Finnerty,"Dan Finnerty is an American actor, comedian "
male,Warren_Finnerty,Warren Finnerty was an American actor best 
male,Eddie_Firestone,"Eddie Firestone was an American radio, television, "
male,Harvey_Sid_Fisher,"Harvey Sid Fisher is a singer/songwriter/musician, actor, model, "
male,Miles_Fisher,James Leslie Miles Fisher is an American 
male,Shug_Fisher,"Shug Fisher, born George Clinton Fisher Jr., "
male,Rick_Fitts,Rick Fitts is an American television and 
male,Glenn_Fitzgerald,Glenn Fitzgerald is an American actor of 
male,Leo_Fitzpatrick,Leo Fitzpatrick is an American actor and 
male,Emmett_Fitzsimmons,"Robert Emmett Fitzsimmons, known professionally as Emmett "
male,Charles_B._Fitzsimons,Charles B. Fitzsimons was an Irish actor who 
male,Paul_Fix,Peter Paul Fix was an American film 
male,Paul_Fix,"Paul Fix at Memory Alpha
Paul Fix at "
male,Daniel_Flaherty,"Daniel Flaherty is an American actor, known "
male,Lanny_Flaherty,Lanny Flaherty is an American actor of 
male,Sean_Patrick_Flanery,"Sean Patrick Flanery  is an American actor, "
male,Willie_Aames,"Willie Aames is an American actor, film "
male,Victor_Aaron,Victor Aaron Ramirez was a Native American 
male,Walter_Abel,"Walter Abel was an American film, stage "
male,F._Murray_Abraham,"Movies Biography
F. Murray Abraham at IMG "
male,Julian_Adams,"Julian Adams is a producer, writer, actor, "
male,Mason_Adams,Mason Adams was an American character actor 
male,R._J._Adams,"R. J. Adams, also known as Bob Shannon, "
male,Victor_Adamson,"Victor Adamson was an New Zealand director, "
male,Anthony_Addabbo,Anthony Addabbo was an American actor and 
male,Ilunga_Adell,Ilunga Adell is an American television and 
male,Paul_Adelstein,"Paul Adelstein is an American actor, known "
male,Patrick_Adiarte,Patrick Adiarte is a Filipino-born American  
male,Lawrence_Adisa,"Lawrence Adisa is an American actor, producer, "
male,Jay_Adler,Jay Adler was an American actor in 
male,Jerry_Adler,"Jerry Adler is an American theatre director, "
male,Luther_Adler,Luther Adler was an American actor best 
male,Luther_Adler,During the 1950s Luther Adler was among 
male,James_Adomian,"James Adomian is an American stand-up comedian, "
male,Scott_Adsit,"Robert Scott Adsit is an American comedian, "
male,Nick_Afanasiev,"Nick Afanasiev is a Russian-born American actor, "
male,Steve_Agee,He has a podcast called Steve Agee: 
male,Robert_Agnew,Robert Agnew is the Samuel Candler Dobbs 
male,Ahmed_Ahmed,Ahmed Ahmed is an Egyptian-American actor and 
male,Ahmed_Ahmed,Ahmed Ahmed is a regular performer at 
male,Philip_Ahn,"Philip Ahn, March 29, 1905 – February "
male,Philip_Ahn,Hollywood Asian: Philip Ahn and the Politics 
male,Alan_Aisenberg,Alan Aisenberg is an American actor and 
male,Spottiswoode_Aitken,Frank Spottiswoode Aitken was a Scottish-American actor 
male,Franklyn_Ajaye,Franklyn Ajaye is an American stand-up comedian 
male,Ayad_Akhtar,"Ayad Akhtar is an American-born playwright, novelist, "
male,Claude_Akins,Claude Akins had an earlier role in 
male,Luis_Alberni,Luis Alberni was a Spanish-born American character 
male,Eddie_Albert,Eddie Albert was an American actor and 
male,Eddie_Albert,"Among the hundreds named were Eddie Albert, "
male,Eddie_Albert,"~ Eddie Albert, quoted in Vincent Price: "
male,Eddie_Albert,"Beginning in the 1940s, Eddie Albert Productions "
male,Eddie_Albert,Eddie Albert died of pneumonia on May 
male,Coit_Albertson,Edward Coit Albertson was an American stage 
male,Budd_Albright,"Budd Albright is an American actor, singer, "
male,Ghazi_Albuliwi,Ghazi Albuliwi is best known for his 
male,Todd_Alcott,"Todd Alcott is an American screenwriter, playwright, "
male,Alan_Alda,"Alan Alda is an American actor, director, "
male,Antony_Alda,"Antony Alda also sometimes ""Tony"" was an "
male,Antony_Alda,"""Antony Alda finished his high school studies "
male,Robert_Alda,Robert Alda was an American theatrical and 
male,Norman_Alden,Norman Alden was an American character actor 
male,Tom_Aldredge,He recruited Tom Aldredge along with Joan 
male,Fred_Aldrich,Fred Aldrich was an American character actor 
male,John_Ales,John Ales is an American actor best 
male,Frank_Alesia,Frank Alesia was an American actor and 
male,Frank_Aletter,"Frank Aletter was an American theatre, film, "
male,Christian_Alexander,"Christian Alexander is a Bulgarian-American actor, best "
male,Cris_Alexander,"Cris Alexander was an American actor, singer, "
male,Cris_Alexander,Cris Alexander died in Saratoga Springs in 
male,Jason_Alexander,Jason Alexander guest starred in Malcolm in 
male,Jason_Alexander,Both Lee Iacocca and Jason Alexander have 
male,Ross_Alexander,Ross Alexander was an American stage and 
male,David_Alford,"Ben David Alford is an American actor, "
male,Phillip_Alford,Phillip Alford is a former American actor 
male,Mahershala_Ali,Mahershala Ali is an American actor and 
male,Jed_Allan,"Jed Allan Brown, known professionally as Jed "
male,Stuart_Allan,Stuart Allan is an American actor and 
male,William_Alland,William Alland was an American film producer 
male,Corey_Allen,Corey Allen was an American film and 
male,Fred_Allen,In 1921 Fred Allen and Nora Bayes 
male,Fred_Allen,Sunday night with Fred Allen seemed incomplete 
male,Fred_Allen,"""Fred Allen's fourteen-year battle with radio censorship,"" "
male,Fred_Allen,")A comedy series, Fred Allen's Sketchbook, did "
male,Fred_Allen,Fred Allen is buried at Gate of 
male,Fred_Allen,"by Joe McCarthy, Fred Allen's Letters
Allen, Fred, "
male,Lester_Allen,"Lester Allen was a screen, stage, vaudeville, "
male,Rex_Allen,"His five children included Rex Allen Jr., "
male,Rex_Allen,The Rex Allen Arizona Cowboy Museum and 
male,Rex_Allen,"His son, Rex Allen, Jr., is a "
male,Michael_Allinson,Michael Allinson was a British-American stage and 
male,Kevin_Allison,"Kevin Allison is an American comedian, writer "
male,Sheldon_Allman,"Sheldon Allman was an American-Canadian actor, singer, "
male,Bruce_Altman,Bruce Altman is an American film and 
male,Jeff_Altman,Jeff Altman is an American stand-up comedian 
male,Jeff_Altman,Ever since that time Jeff Altman appeared 
male,Bobby_Alto,"Robert Altomare, known professionally as Bobby Alto, "
male,George_Alvarez,George Alvarez is a Cuban-American actor known 
male,Kirk_Alyn,"Kirk Alyn was an American actor, best "
male,Ed_Amatrudo,"Ed Amatrudo is an American actor, best "
male,Dan_Amboyer,"Dan Amboyer is an American actor, best "
male,Don_Ameche,Don Ameche was an American actor and 
male,Don_Ameche,"This is 1870, Don Ameche hasn't invented "
male,John_Patrick_Amedori,John Patrick Amedori is an American actor and 
male,Paul_America,"Paul Johnson, better known as Paul America, "
male,Ed_Ames,Ed Ames is an American singer and 
male,John_Amplas,John Amplas is an American actor known 
male,Glenn_Anders,"Glenn Anders was an American actor, most "
male,Anthony_Anderson,"Anthony Anderson is an American actor, comedian, "
male,Deke_Anderson,Deke Anderson is an American television and 
male,Eric_Chase_Anderson,"Eric Chase Anderson is an American author, illustrator "
male,Erich_Anderson,"Erich Anderson is an actor, sometimes credited "
male,Herbert_Anderson,Herbert Anderson was an American character actor 
male,George_Hackathorne,George Hackathorne was an American actor of 
male,Peter_Hackes,Peter Hackes was a longtime American TV 
male,Buddy_Hackett,Buddy Hackett was an American actor and 
male,Raymond_Hackett,Raymond Hackett was a stage and screen 
male,Bill_Hader,"Bill Hader is an American actor, comedian, "
male,Thomas_J._Hageboeck,Thomas J. Hageboeck was an American film and 
male,Kevin_Hagen,Kevin Hagen was an American actor best 
male,Ross_Hagen,"Ross Hagen was an American voice actor, "
male,Arthur_Haggerty,"Captain Arthur Haggerty, was an American character "
male,Arthur_Haggerty,Captain Arthur Haggerty died at home in 
male,Don_Haggerty,Don Haggerty was an American actor of 
male,Don_Haggerty,Don Haggerty appeared as a guest star 
male,Donald_Haines,Donald Haines was an American child actor 
male,William_Haines,Charles William Haines was an American actor 
male,Jester_Hairston,In 1985 he took the Jester Hairston 
male,Creighton_Hale,"Creighton Hale was an Irish-American theatre, film, "
male,Richard_Hale,Richard Hale was an American opera and 
male,Jack_Haley,"The couple had a son, Jack Haley "
male,Jack_Haley,"Jack Haley Jr. died on April 21, "
male,Arch_Hall_Jr.,"Arch Hall Jr. is an American actor, musician, "
male,Bug_Hall,"Bug Hall also starred in Disney's Honey, "
male,Emmett_C._Hall,"Emmett C. Hall, born Emmett Campbell Hall was "
male,Kevin_Peter_Hall,Kevin Peter Hall was an American actor best 
male,Philip_Baker_Hall,Philip Baker Hall  is an American film 
male,Pooch_Hall,"Pooch Hall, Jr. is an American television "
male,Pooch_Hall,Pooch Hall continued and said the Showtime 
male,Robert_David_Hall,"Robert David Hall is an American actor, best "
male,Thurston_Hall,"Ernest Thurston Hall was an American film, "
male,William_Hall_Jr.,William Hall Jr. is a film and stage 
male,Brian_Hallisay,"Brian Hallisay is an American actor, known "
male,Ray_Hallor,Ray Hallor was an actor in films 
male,Brett_Halsey,"Brett Halsey is an American film actor, "
male,Brett_Halsey,Universal Pictures selected Brett Halsey's acting name 
male,Charles_Halton,Charles Halton was an American character actor 
male,John_F._Hamilton,He was known as John F. Hamilton to 
male,Murray_Hamilton,"Murray Hamilton was an American stage, screen, "
male,Brandon_Hammond,Brandon Hammond is a former child actor 
male,Nicholas_Hammond,Nicholas Hammond is an American-Australian actor and 
male,Walter_Hampden,"Walter Hampden Dougherty, known professionally as Walter "
male,Walter_Hampden,"For 27 years, Walter Hampden was president "
male,Paul_Hampton,"Paul Hampton is an American actor, singer, "
male,Sean_Hampton,"Sean Hampton is an American actor, director, "
male,Marc_Handler,"Marc Handler is an award winning writer, "
male,James_Hanlon,James Hanlon is known as an actor 
male,Matt_Hannon,"Mathew Karedas, also known as Matt Hannon, "
male,Gale_Hansen,Gale Hansen  is an American film 
male,Mark_Hapka,Mark Hapka is an American film and 
male,Carl_Harbaugh,"Carl Harbaugh was an American film actor, "
male,Kadeem_Hardison,Kadeem Hardison is an American actor and 
male,Oliver_Hardy,The elder Oliver Hardy assisted his father 
male,Dorian_Harewood,Dorian Harewood is an American actor and 
male,Mickey_Hargitay,"And along came Mickey Hargitay, a great "
male,Sam_Hargrave,"Sam Hargrave is an American stuntman, actor "
male,Jeff_B._Harmon,"Jeff B. Harmon is an American film director, "
male,Mark_Harmon,Thomas Mark Harmon is an American television 
male,Gale_Harold,Gale Harold returned to the New York 
male,Hill_Harper,Hill Harper has been acting since the 
male,Hill_Harper,Hill Harper's acting career also includes voice-over 
male,William_Harrigan,William Harrigan was an American actor who 
male,Fox_Harris,Fox Harris was an American actor known 
male,Hank_Harris,Hank Harris is an American actor who 
male,Jonathan_Harris,Jonathan Harris was an American character actor 
male,Kirk_Harris,"Award winning actor-filmmaker, Kirk Harris has been "
male,Lawson_Harris,"William Lawson Harris was an American director, "
male,Neil_Patrick_Harris,"Neil Patrick Harris is an American actor, comedian, "
male,Ricky_Harris,"Ricky Harris was an American producer, actor "
